pitch_type,game_date,player_name,batter,pitcher,events,description,zone,des,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,on_3b,on_2b,on_1b,outs_when_up,inning,at_bat_number,pitch_number,pitch_name,bat_score,fld_score,if_fielding_alignment,of_fielding_alignment
FF,6/12/2022,"Verlander, Justin",553902,434378,,swinging_strike,12,Willians Astudillo singles on a sharp ground ball to second baseman Jose Altuve.,R,R,HOU,MIA,S,,,1,0,,,,1,5,38,2,4-Seam Fastball,0,5,Infield shift,Standard
FF,6/12/2022,"Verlander, Justin",553902,434378,,ball,12,Willians Astudillo singles on a sharp ground ball to second baseman Jose Altuve.,R,R,HOU,MIA,B,,,0,0,,,,1,5,38,1,4-Seam Fastball,0,5,Infield shift,Standard
SL,6/12/2022,"Verlander, Justin",660821,434378,strikeout,swinging_strike_blocked,14,Jesus Sanchez strikes out swinging.,L,R,HOU,MIA,S,2,,0,2,,,,0,5,37,6,Slider,0,5,Infield shift,Standard
SL,6/12/2022,"Verlander, Justin",660821,434378,,foul,6,Jesus Sanchez strikes out swinging.,L,R,HOU,MIA,S,,,0,2,,,,0,5,37,5,Slider,0,5,Infield shift,Standard
FF,6/12/2022,"Verlander, Justin",660821,434378,,foul,3,Jesus Sanchez strikes out swinging.,L,R,HOU,MIA,S,,,0,2,,,,0,5,37,4,4-Seam Fastball,0,5,Infield shift,Standard
CU,6/12/2022,"Verlander, Justin",660821,434378,,foul,9,Jesus Sanchez strikes out swinging.,L,R,HOU,MIA,S,,,0,2,,,,0,5,37,3,Curveball,0,5,Infield shift,Standard
CU,6/12/2022,"Verlander, Justin",660821,434378,,swinging_strike,14,Jesus Sanchez strikes out swinging.,L,R,HOU,MIA,S,,,0,1,,,,0,5,37,2,Curveball,0,5,Infield shift,Standard
CU,6/12/2022,"Verlander, Justin",660821,434378,,called_strike,4,Jesus Sanchez strikes out swinging.,L,R,HOU,MIA,S,,,0,0,,,,0,5,37,1,Curveball,0,5,Infield shift,Standard
CU,6/12/2022,"Verlander, Justin",542583,434378,field_out,hit_into_play,6,"Jesus Aguilar grounds out, second baseman Jose Altuve to first baseman Yuli Gurriel.",R,R,HOU,MIA,X,4,ground_ball,1,1,500743,,,2,4,27,3,Curveball,0,1,Infield shift,Standard
CU,6/12/2022,"Verlander, Justin",542583,434378,,swinging_strike,5,"Jesus Aguilar grounds out, second baseman Jose Altuve to first baseman Yuli Gurriel.",R,R,HOU,MIA,S,,,1,0,500743,,,2,4,27,2,Curveball,0,1,Infield shift,Standard
FF,6/12/2022,"Verlander, Justin",542583,434378,,ball,1,"Jesus Aguilar grounds out, second baseman Jose Altuve to first baseman Yuli Gurriel.",R,R,HOU,MIA,B,,,0,0,,,500743,2,4,27,1,4-Seam Fastball,0,1,Infield shift,Standard
CU,6/12/2022,"Verlander, Justin",624585,434378,field_out,hit_into_play,5,Jorge Soler pops out to first baseman Yuli Gurriel in foul territory.,R,R,HOU,MIA,X,3,popup,1,2,,,500743,1,4,26,5,Curveball,0,1,Infield shift,Standard
SL,6/12/2022,"Verlander, Justin",624585,434378,,foul,6,Jorge Soler pops out to first baseman Yuli Gurriel in foul territory.,R,R,HOU,MIA,S,,,1,2,,,500743,1,4,26,4,Slider,0,1,Infield shift,Standard
SL,6/12/2022,"Verlander, Justin",624585,434378,,swinging_strike,14,Jorge Soler pops out to first baseman Yuli Gurriel in foul territory.,R,R,HOU,MIA,S,,,1,1,,,500743,1,4,26,3,Slider,0,1,Infield shift,Standard
SL,6/12/2022,"Verlander, Justin",624585,434378,,foul,6,Jorge Soler pops out to first baseman Yuli Gurriel in foul territory.,R,R,HOU,MIA,S,,,1,0,,,500743,1,4,26,2,Slider,0,1,Infield shift,Standard
SL,6/12/2022,"Verlander, Justin",624585,434378,,ball,12,Jorge Soler pops out to first baseman Yuli Gurriel in foul territory.,R,R,HOU,MIA,B,,,0,0,,,500743,1,4,26,1,Slider,0,1,Infield shift,Standard
FF,6/12/2022,"Verlander, Justin",500743,434378,single,hit_into_play,1,Miguel Rojas singles on a pop up to right fielder Kyle Tucker.,R,R,HOU,MIA,X,9,popup,0,0,,,,1,4,25,1,4-Seam Fastball,0,1,Standard,Standard
FF,6/12/2022,"Verlander, Justin",665862,434378,field_out,hit_into_play,2,Jazz Chisholm Jr.  pops out to third baseman Alex Bregman.,L,R,HOU,MIA,X,5,popup,1,0,,,,0,4,24,2,4-Seam Fastball,0,1,Infield shift,Standard
CH,6/12/2022,"Verlander, Justin",665862,434378,,ball,13,Jazz Chisholm Jr.  pops out to third baseman Alex Bregman.,L,R,HOU,MIA,B,,,0,0,,,,0,4,24,1,Changeup,0,1,Infield shift,Standard
SL,6/12/2022,"Verlander, Justin",663897,434378,field_out,hit_into_play,9,"Luke Williams grounds out, shortstop Jeremy Pena to first baseman Yuli Gurriel.",R,R,HOU,MIA,X,6,ground_ball,2,2,,,,2,3,18,5,Slider,0,1,Standard,Standard
FF,6/12/2022,"Verlander, Justin",663897,434378,,swinging_strike,2,"Luke Williams grounds out, shortstop Jeremy Pena to first baseman Yuli Gurriel.",R,R,HOU,MIA,S,,,2,1,,,,2,3,18,4,4-Seam Fastball,0,1,Standard,Standard
CU,6/12/2022,"Verlander, Justin",663897,434378,,ball,14,"Luke Williams grounds out, shortstop Jeremy Pena to first baseman Yuli Gurriel.",R,R,HOU,MIA,B,,,1,1,,,,2,3,18,3,Curveball,0,1,Standard,Standard
FF,6/12/2022,"Verlander, Justin",663897,434378,,foul,3,"Luke Williams grounds out, shortstop Jeremy Pena to first baseman Yuli Gurriel.",R,R,HOU,MIA,S,,,1,0,,,,2,3,18,2,4-Seam Fastball,0,1,Standard,Standard
FF,6/12/2022,"Verlander, Justin",663897,434378,,ball,14,"Luke Williams grounds out, shortstop Jeremy Pena to first baseman Yuli Gurriel.",R,R,HOU,MIA,B,,,0,0,,,,2,3,18,1,4-Seam Fastball,0,1,Standard,Standard
FF,6/12/2022,"Verlander, Justin",650559,434378,field_out,hit_into_play,13,Bryan De La Cruz lines out sharply to left fielder Michael Brantley.,R,R,HOU,MIA,X,7,line_drive,0,1,,,,1,3,17,2,4-Seam Fastball,0,1,Infield shift,Standard
FF,6/12/2022,"Verlander, Justin",650559,434378,,called_strike,9,Bryan De La Cruz lines out sharply to left fielder Michael Brantley.,R,R,HOU,MIA,S,,,0,0,,,,1,3,17,1,4-Seam Fastball,0,1,Infield shift,Standard
FF,6/12/2022,"Verlander, Justin",663743,434378,field_out,hit_into_play,11,Nick Fortes flies out to center fielder Jose Siri.,R,R,HOU,MIA,X,8,fly_ball,2,0,,,,0,3,16,3,4-Seam Fastball,0,1,Standard,Standard
SL,6/12/2022,"Verlander, Justin",663743,434378,,ball,14,Nick Fortes flies out to center fielder Jose Siri.,R,R,HOU,MIA,B,,,1,0,,,,0,3,16,2,Slider,0,1,Standard,Standard
CU,6/12/2022,"Verlander, Justin",663743,434378,,ball,14,Nick Fortes flies out to center fielder Jose Siri.,R,R,HOU,MIA,B,,,0,0,,,,0,3,16,1,Curveball,0,1,Standard,Standard
SL,6/12/2022,"Verlander, Justin",553902,434378,field_out,hit_into_play,5,Willians Astudillo lines out to shortstop Jeremy Pena.,R,R,HOU,MIA,X,6,line_drive,1,2,,,,2,2,11,4,Slider,0,1,Infield shift,Standard
CU,6/12/2022,"Verlander, Justin",553902,434378,,called_strike,14,Willians Astudillo lines out to shortstop Jeremy Pena.,R,R,HOU,MIA,S,,,1,1,,,,2,2,11,3,Curveball,0,1,Infield shift,Standard
FF,6/12/2022,"Verlander, Justin",553902,434378,,foul,6,Willians Astudillo lines out to shortstop Jeremy Pena.,R,R,HOU,MIA,S,,,1,0,,,,2,2,11,2,4-Seam Fastball,0,1,Infield shift,Standard
FF,6/12/2022,"Verlander, Justin",553902,434378,,ball,12,Willians Astudillo lines out to shortstop Jeremy Pena.,R,R,HOU,MIA,B,,,0,0,,,,2,2,11,1,4-Seam Fastball,0,1,Infield shift,Standard
FF,6/12/2022,"Verlander, Justin",660821,434378,field_out,hit_into_play,3,Jesus Sanchez flies out to center fielder Jose Siri.,L,R,HOU,MIA,X,8,fly_ball,2,2,,,,1,2,10,6,4-Seam Fastball,0,1,Infield shift,Standard
FF,6/12/2022,"Verlander, Justin",660821,434378,,foul,5,Jesus Sanchez flies out to center fielder Jose Siri.,L,R,HOU,MIA,S,,,2,2,,,,1,2,10,5,4-Seam Fastball,0,1,Infield shift,Standard
FF,6/12/2022,"Verlander, Justin",660821,434378,,swinging_strike,2,Jesus Sanchez flies out to center fielder Jose Siri.,L,R,HOU,MIA,S,,,2,1,,,,1,2,10,4,4-Seam Fastball,0,1,Infield shift,Standard
FF,6/12/2022,"Verlander, Justin",660821,434378,,foul,5,Jesus Sanchez flies out to center fielder Jose Siri.,L,R,HOU,MIA,S,,,2,0,,,,1,2,10,3,4-Seam Fastball,0,1,Infield shift,Standard
FF,6/12/2022,"Verlander, Justin",660821,434378,,ball,11,Jesus Sanchez flies out to center fielder Jose Siri.,L,R,HOU,MIA,B,,,1,0,,,,1,2,10,2,4-Seam Fastball,0,1,Infield shift,Standard
FF,6/12/2022,"Verlander, Justin",660821,434378,,ball,11,Jesus Sanchez flies out to center fielder Jose Siri.,L,R,HOU,MIA,B,,,0,0,,,,1,2,10,1,4-Seam Fastball,0,1,Infield shift,Standard
FF,6/12/2022,"Verlander, Justin",542583,434378,field_out,hit_into_play,5,Jesus Aguilar flies out to center fielder Jose Siri.,R,R,HOU,MIA,X,8,fly_ball,1,0,,,,0,2,9,2,4-Seam Fastball,0,1,Infield shift,Standard
FF,6/12/2022,"Verlander, Justin",542583,434378,,ball,14,Jesus Aguilar flies out to center fielder Jose Siri.,R,R,HOU,MIA,B,,,0,0,,,,0,2,9,1,4-Seam Fastball,0,1,Infield shift,Standard
FF,6/12/2022,"Verlander, Justin",624585,434378,strikeout,foul_tip,2,Jorge Soler strikes out on a foul tip.,R,R,HOU,MIA,S,2,,1,2,,,,2,1,3,5,4-Seam Fastball,0,0,Infield shift,Standard
FF,6/12/2022,"Verlander, Justin",624585,434378,,foul,2,Jorge Soler strikes out on a foul tip.,R,R,HOU,MIA,S,,,1,2,,,,2,1,3,4,4-Seam Fastball,0,0,Infield shift,Standard
SL,6/12/2022,"Verlander, Justin",624585,434378,,ball,14,Jorge Soler strikes out on a foul tip.,R,R,HOU,MIA,B,,,0,2,,,,2,1,3,3,Slider,0,0,Infield shift,Standard
SL,6/12/2022,"Verlander, Justin",624585,434378,,called_strike,9,Jorge Soler strikes out on a foul tip.,R,R,HOU,MIA,S,,,0,1,,,,2,1,3,2,Slider,0,0,Infield shift,Standard
SL,6/12/2022,"Verlander, Justin",624585,434378,,swinging_strike,14,Jorge Soler strikes out on a foul tip.,R,R,HOU,MIA,S,,,0,0,,,,2,1,3,1,Slider,0,0,Infield shift,Standard
SL,6/12/2022,"Verlander, Justin",500743,434378,field_out,hit_into_play,8,Miguel Rojas flies out to right fielder Kyle Tucker.,R,R,HOU,MIA,X,9,fly_ball,0,2,,,,1,1,2,3,Slider,0,0,Standard,Standard
FF,6/12/2022,"Verlander, Justin",500743,434378,,called_strike,6,Miguel Rojas flies out to right fielder Kyle Tucker.,R,R,HOU,MIA,S,,,0,1,,,,1,1,2,2,4-Seam Fastball,0,0,Standard,Standard
SL,6/12/2022,"Verlander, Justin",500743,434378,,called_strike,5,Miguel Rojas flies out to right fielder Kyle Tucker.,R,R,HOU,MIA,S,,,0,0,,,,1,1,2,1,Slider,0,0,Standard,Standard
FF,6/12/2022,"Verlander, Justin",665862,434378,strikeout,called_strike,6,Jazz Chisholm Jr.  called out on strikes.,L,R,HOU,MIA,S,2,,0,2,,,,0,1,1,4,4-Seam Fastball,0,0,Infield shift,Standard
SL,6/12/2022,"Verlander, Justin",665862,434378,,foul,8,Jazz Chisholm Jr.  called out on strikes.,L,R,HOU,MIA,S,,,0,2,,,,0,1,1,3,Slider,0,0,Infield shift,Standard
FF,6/12/2022,"Verlander, Justin",665862,434378,,called_strike,6,Jazz Chisholm Jr.  called out on strikes.,L,R,HOU,MIA,S,,,0,1,,,,0,1,1,2,4-Seam Fastball,0,0,Infield shift,Standard
FF,6/12/2022,"Verlander, Justin",665862,434378,,foul,11,Jazz Chisholm Jr.  called out on strikes.,L,R,HOU,MIA,S,,,0,0,,,,0,1,1,1,4-Seam Fastball,0,0,Infield shift,Standard
SL,6/7/2022,"Verlander, Justin",664034,434378,strikeout,called_strike,14,Ty France called out on strikes.,R,R,HOU,SEA,S,2,,2,2,,,,2,7,53,5,Slider,1,2,Standard,Standard
CU,6/7/2022,"Verlander, Justin",664034,434378,,ball,14,Ty France called out on strikes.,R,R,HOU,SEA,B,,,1,2,,,,2,7,53,4,Curveball,1,2,Standard,Standard
CU,6/7/2022,"Verlander, Justin",664034,434378,,swinging_strike,14,Ty France called out on strikes.,R,R,HOU,SEA,S,,,1,1,,,,2,7,53,3,Curveball,1,2,Standard,Standard
FF,6/7/2022,"Verlander, Justin",664034,434378,,ball,6,Ty France called out on strikes.,R,R,HOU,SEA,B,,,0,1,,,,2,7,53,2,4-Seam Fastball,1,2,Standard,Standard
CU,6/7/2022,"Verlander, Justin",664034,434378,,called_strike,6,Ty France called out on strikes.,R,R,HOU,SEA,S,,,0,0,,,,2,7,53,1,Curveball,1,2,Standard,Standard
FF,6/7/2022,"Verlander, Justin",608385,434378,field_out,hit_into_play,11,"Jesse Winker grounds out, shortstop Jeremy Pena to first baseman Yuli Gurriel.",L,R,HOU,SEA,X,6,ground_ball,1,1,,,,1,7,52,3,4-Seam Fastball,1,2,Infield shift,Standard
SL,6/7/2022,"Verlander, Justin",608385,434378,,foul,11,"Jesse Winker grounds out, shortstop Jeremy Pena to first baseman Yuli Gurriel.",L,R,HOU,SEA,S,,,1,0,,,,1,7,52,2,Slider,1,2,Infield shift,Standard
FF,6/7/2022,"Verlander, Justin",608385,434378,,ball,12,"Jesse Winker grounds out, shortstop Jeremy Pena to first baseman Yuli Gurriel.",L,R,HOU,SEA,B,,,0,0,,,,1,7,52,1,4-Seam Fastball,1,2,Infield shift,Standard
FF,6/7/2022,"Verlander, Justin",663728,434378,strikeout,swinging_strike,12,Cal Raleigh strikes out swinging.,L,R,HOU,SEA,S,2,,0,2,,,,0,7,51,3,4-Seam Fastball,1,2,Infield shift,Standard
CU,6/7/2022,"Verlander, Justin",663728,434378,,foul,4,Cal Raleigh strikes out swinging.,L,R,HOU,SEA,S,,,0,1,,,,0,7,51,2,Curveball,1,2,Infield shift,Standard
SL,6/7/2022,"Verlander, Justin",663728,434378,,called_strike,9,Cal Raleigh strikes out swinging.,L,R,HOU,SEA,S,,,0,0,,,,0,7,51,1,Slider,1,2,Infield shift,Standard
SL,6/7/2022,"Verlander, Justin",666211,434378,strikeout,foul_tip,6,Taylor Trammell strikes out on a foul tip.,L,R,HOU,SEA,S,2,,0,2,,641487,624428,2,6,46,3,Slider,1,2,Infield shift,Standard
SL,6/7/2022,"Verlander, Justin",666211,434378,,swinging_strike,9,Taylor Trammell strikes out on a foul tip.,L,R,HOU,SEA,S,,,0,1,,641487,624428,2,6,46,2,Slider,1,2,Infield shift,Standard
FF,6/7/2022,"Verlander, Justin",666211,434378,,foul,2,Taylor Trammell strikes out on a foul tip.,L,R,HOU,SEA,S,,,0,0,,641487,624428,2,6,46,1,4-Seam Fastball,1,2,Infield shift,Standard
CU,6/7/2022,"Verlander, Justin",647351,434378,strikeout,swinging_strike,12,Abraham Toro strikes out swinging.,L,R,HOU,SEA,S,2,,1,2,,641487,624428,1,6,45,4,Curveball,1,2,Infield shift,Standard
FF,6/7/2022,"Verlander, Justin",647351,434378,,foul,6,Abraham Toro strikes out swinging.,L,R,HOU,SEA,S,,,1,1,,641487,624428,1,6,45,3,4-Seam Fastball,1,2,Infield shift,Standard
FF,6/7/2022,"Verlander, Justin",647351,434378,,ball,14,Abraham Toro strikes out swinging.,L,R,HOU,SEA,B,,,0,1,,641487,624428,1,6,45,2,4-Seam Fastball,1,2,Infield shift,Standard
FF,6/7/2022,"Verlander, Justin",647351,434378,,called_strike,5,Abraham Toro strikes out swinging.,L,R,HOU,SEA,S,,,0,0,,641487,624428,1,6,45,1,4-Seam Fastball,1,2,Infield shift,Standard
FF,6/7/2022,"Verlander, Justin",624428,434378,walk,ball,11,Adam Frazier walks.   J.P. Crawford to 2nd.,L,R,HOU,SEA,B,,,3,1,,,641487,1,6,44,5,4-Seam Fastball,1,2,Infield shift,Standard
FF,6/7/2022,"Verlander, Justin",624428,434378,,called_strike,8,Adam Frazier walks.   J.P. Crawford to 2nd.,L,R,HOU,SEA,S,,,3,0,,,641487,1,6,44,4,4-Seam Fastball,1,2,Infield shift,Standard
FF,6/7/2022,"Verlander, Justin",624428,434378,,ball,14,Adam Frazier walks.   J.P. Crawford to 2nd.,L,R,HOU,SEA,B,,,2,0,,,641487,1,6,44,3,4-Seam Fastball,1,2,Infield shift,Standard
SL,6/7/2022,"Verlander, Justin",624428,434378,,ball,14,Adam Frazier walks.   J.P. Crawford to 2nd.,L,R,HOU,SEA,B,,,1,0,,,641487,1,6,44,2,Slider,1,2,Infield shift,Standard
SL,6/7/2022,"Verlander, Justin",624428,434378,,ball,14,Adam Frazier walks.   J.P. Crawford to 2nd.,L,R,HOU,SEA,B,,,0,0,,,641487,1,6,44,1,Slider,1,2,Infield shift,Standard
FF,6/7/2022,"Verlander, Justin",553993,434378,strikeout,swinging_strike,6,Eugenio Suarez strikes out swinging.,R,R,HOU,SEA,S,2,,2,2,,,641487,0,6,43,6,4-Seam Fastball,1,2,Infield shift,Standard
CU,6/7/2022,"Verlander, Justin",553993,434378,,ball,14,Eugenio Suarez strikes out swinging.,R,R,HOU,SEA,B,,,1,2,,,641487,0,6,43,5,Curveball,1,2,Infield shift,Standard
CU,6/7/2022,"Verlander, Justin",553993,434378,,foul,1,Eugenio Suarez strikes out swinging.,R,R,HOU,SEA,S,,,1,2,,,641487,0,6,43,4,Curveball,1,2,Infield shift,Standard
CU,6/7/2022,"Verlander, Justin",553993,434378,,called_strike,9,Eugenio Suarez strikes out swinging.,R,R,HOU,SEA,S,,,1,1,,,641487,0,6,43,3,Curveball,1,2,Infield shift,Standard
FF,6/7/2022,"Verlander, Justin",553993,434378,,foul,11,Eugenio Suarez strikes out swinging.,R,R,HOU,SEA,S,,,1,0,,,641487,0,6,43,2,4-Seam Fastball,1,2,Infield shift,Standard
CU,6/7/2022,"Verlander, Justin",553993,434378,,ball,14,Eugenio Suarez strikes out swinging.,R,R,HOU,SEA,B,,,0,0,,,641487,0,6,43,1,Curveball,1,2,Infield shift,Standard
FF,6/7/2022,"Verlander, Justin",641487,434378,single,hit_into_play,5,J.P. Crawford singles on a line drive to left fielder Michael Brantley.,L,R,HOU,SEA,X,7,line_drive,0,1,,,,0,6,42,2,4-Seam Fastball,1,2,Infield shift,Standard
FF,6/7/2022,"Verlander, Justin",641487,434378,,called_strike,2,J.P. Crawford singles on a line drive to left fielder Michael Brantley.,L,R,HOU,SEA,S,,,0,0,,,,0,6,42,1,4-Seam Fastball,1,2,Infield shift,Standard
CU,6/7/2022,"Verlander, Justin",677594,434378,strikeout,called_strike,9,Julio Rodriguez called out on strikes.,R,R,HOU,SEA,S,2,,1,2,,,664034,2,5,38,4,Curveball,1,2,Infield shift,Standard
CU,6/7/2022,"Verlander, Justin",677594,434378,,blocked_ball,14,Julio Rodriguez called out on strikes.,R,R,HOU,SEA,B,,,0,2,,,664034,2,5,38,3,Curveball,1,2,Infield shift,Standard
SL,6/7/2022,"Verlander, Justin",677594,434378,,swinging_strike,5,Julio Rodriguez called out on strikes.,R,R,HOU,SEA,S,,,0,1,,,664034,2,5,38,2,Slider,1,2,Infield shift,Standard
CU,6/7/2022,"Verlander, Justin",677594,434378,,foul_tip,8,Julio Rodriguez called out on strikes.,R,R,HOU,SEA,S,,,0,0,,,664034,2,5,38,1,Curveball,1,2,Infield shift,Standard
SL,6/7/2022,"Verlander, Justin",664034,434378,single,hit_into_play,12,Ty France singles on a line drive to right fielder Kyle Tucker.,R,R,HOU,SEA,X,9,line_drive,2,2,,,,2,5,37,5,Slider,1,2,Standard,Standard
FF,6/7/2022,"Verlander, Justin",664034,434378,,foul,2,Ty France singles on a line drive to right fielder Kyle Tucker.,R,R,HOU,SEA,S,,,2,1,,,,2,5,37,4,4-Seam Fastball,1,2,Standard,Standard
SL,6/7/2022,"Verlander, Justin",664034,434378,,called_strike,12,Ty France singles on a line drive to right fielder Kyle Tucker.,R,R,HOU,SEA,S,,,2,0,,,,2,5,37,3,Slider,1,2,Standard,Standard
FF,6/7/2022,"Verlander, Justin",664034,434378,,ball,12,Ty France singles on a line drive to right fielder Kyle Tucker.,R,R,HOU,SEA,B,,,1,0,,,,2,5,37,2,4-Seam Fastball,1,2,Standard,Standard
FF,6/7/2022,"Verlander, Justin",664034,434378,,ball,12,Ty France singles on a line drive to right fielder Kyle Tucker.,R,R,HOU,SEA,B,,,0,0,,,,2,5,37,1,4-Seam Fastball,1,2,Standard,Standard
CU,6/7/2022,"Verlander, Justin",608385,434378,strikeout,called_strike,4,Jesse Winker called out on strikes.,L,R,HOU,SEA,S,2,,1,2,,,,1,5,36,5,Curveball,1,2,Infield shift,Standard
CU,6/7/2022,"Verlander, Justin",608385,434378,,ball,14,Jesse Winker called out on strikes.,L,R,HOU,SEA,B,,,0,2,,,,1,5,36,4,Curveball,1,2,Infield shift,Standard
CU,6/7/2022,"Verlander, Justin",608385,434378,,foul,13,Jesse Winker called out on strikes.,L,R,HOU,SEA,S,,,0,2,,,,1,5,36,3,Curveball,1,2,Infield shift,Standard
CU,6/7/2022,"Verlander, Justin",608385,434378,,swinging_strike,13,Jesse Winker called out on strikes.,L,R,HOU,SEA,S,,,0,1,,,,1,5,36,2,Curveball,1,2,Infield shift,Standard
FF,6/7/2022,"Verlander, Justin",608385,434378,,foul,11,Jesse Winker called out on strikes.,L,R,HOU,SEA,S,,,0,0,,,,1,5,36,1,4-Seam Fastball,1,2,Infield shift,Standard
SL,6/7/2022,"Verlander, Justin",663728,434378,field_out,hit_into_play,8,"Cal Raleigh grounds out, first baseman Yuli Gurriel to pitcher Justin Verlander.",L,R,HOU,SEA,X,3,ground_ball,0,2,,,,0,5,35,4,Slider,1,2,Infield shift,Standard
CU,6/7/2022,"Verlander, Justin",663728,434378,,foul,13,"Cal Raleigh grounds out, first baseman Yuli Gurriel to pitcher Justin Verlander.",L,R,HOU,SEA,S,,,0,2,,,,0,5,35,3,Curveball,1,2,Infield shift,Standard
FF,6/7/2022,"Verlander, Justin",663728,434378,,foul,6,"Cal Raleigh grounds out, first baseman Yuli Gurriel to pitcher Justin Verlander.",L,R,HOU,SEA,S,,,0,1,,,,0,5,35,2,4-Seam Fastball,1,2,Infield shift,Standard
FF,6/7/2022,"Verlander, Justin",663728,434378,,foul,1,"Cal Raleigh grounds out, first baseman Yuli Gurriel to pitcher Justin Verlander.",L,R,HOU,SEA,S,,,0,0,,,,0,5,35,1,4-Seam Fastball,1,2,Infield shift,Standard
SL,6/7/2022,"Verlander, Justin",666211,434378,strikeout,swinging_strike,9,Taylor Trammell strikes out swinging.,L,R,HOU,SEA,S,2,,3,2,553993,,647351,2,4,27,8,Slider,1,0,Infield shift,Standard
SL,6/7/2022,"Verlander, Justin",666211,434378,,foul,2,Taylor Trammell strikes out swinging.,L,R,HOU,SEA,S,,,3,2,553993,,647351,2,4,27,7,Slider,1,0,Infield shift,Standard
SL,6/7/2022,"Verlander, Justin",666211,434378,,foul,9,Taylor Trammell strikes out swinging.,L,R,HOU,SEA,S,,,3,2,553993,,647351,2,4,27,6,Slider,1,0,Infield shift,Standard
SL,6/7/2022,"Verlander, Justin",666211,434378,,called_strike,2,Taylor Trammell strikes out swinging.,L,R,HOU,SEA,S,,,3,1,553993,,647351,2,4,27,5,Slider,1,0,Infield shift,Standard
SL,6/7/2022,"Verlander, Justin",666211,434378,,called_strike,5,Taylor Trammell strikes out swinging.,L,R,HOU,SEA,S,,,3,0,553993,,647351,2,4,27,4,Slider,1,0,Infield shift,Standard
SL,6/7/2022,"Verlander, Justin",666211,434378,,ball,14,Taylor Trammell strikes out swinging.,L,R,HOU,SEA,B,,,2,0,553993,,647351,2,4,27,3,Slider,1,0,Infield shift,Standard
CU,6/7/2022,"Verlander, Justin",666211,434378,,ball,14,Taylor Trammell strikes out swinging.,L,R,HOU,SEA,B,,,1,0,553993,,647351,2,4,27,2,Curveball,1,0,Infield shift,Standard
CU,6/7/2022,"Verlander, Justin",666211,434378,,ball,14,Taylor Trammell strikes out swinging.,L,R,HOU,SEA,B,,,0,0,553993,,647351,2,4,27,1,Curveball,1,0,Infield shift,Standard
FF,6/7/2022,"Verlander, Justin",647351,434378,force_out,hit_into_play,3,"Abraham Toro grounds into a force out, second baseman Jose Altuve to shortstop Jeremy Pena.   J.P. Crawford scores.    Eugenio Suarez to 3rd.    Adam Frazier out at 2nd.    Abraham Toro to 1st.",L,R,HOU,SEA,X,4,ground_ball,0,1,641487,553993,624428,1,4,26,2,4-Seam Fastball,0,0,Infield shift,Standard
CU,6/7/2022,"Verlander, Justin",647351,434378,,called_strike,2,"Abraham Toro grounds into a force out, second baseman Jose Altuve to shortstop Jeremy Pena.   J.P. Crawford scores.    Eugenio Suarez to 3rd.    Adam Frazier out at 2nd.    Abraham Toro to 1st.",L,R,HOU,SEA,S,,,0,0,641487,553993,624428,1,4,26,1,Curveball,0,0,Infield shift,Standard
FF,6/7/2022,"Verlander, Justin",624428,434378,single,hit_into_play,5,Adam Frazier singles on a line drive to right fielder Kyle Tucker.   J.P. Crawford to 3rd.    Eugenio Suarez to 2nd.,L,R,HOU,SEA,X,9,line_drive,2,2,,641487,553993,1,4,25,6,4-Seam Fastball,0,0,Standard,Standard
SL,6/7/2022,"Verlander, Justin",624428,434378,,blocked_ball,14,Adam Frazier singles on a line drive to right fielder Kyle Tucker.   J.P. Crawford to 3rd.    Eugenio Suarez to 2nd.,L,R,HOU,SEA,B,,,1,2,,641487,553993,1,4,25,5,Slider,0,0,Standard,Standard
SL,6/7/2022,"Verlander, Justin",624428,434378,,foul,9,Adam Frazier singles on a line drive to right fielder Kyle Tucker.   J.P. Crawford to 3rd.    Eugenio Suarez to 2nd.,L,R,HOU,SEA,S,,,1,2,,641487,553993,1,4,25,4,Slider,0,0,Standard,Standard
SL,6/7/2022,"Verlander, Justin",624428,434378,,blocked_ball,14,Adam Frazier singles on a line drive to right fielder Kyle Tucker.   J.P. Crawford to 3rd.    Eugenio Suarez to 2nd.,L,R,HOU,SEA,B,,,0,2,,641487,553993,1,4,25,3,Slider,0,0,Standard,Standard
FF,6/7/2022,"Verlander, Justin",624428,434378,,foul,12,Adam Frazier singles on a line drive to right fielder Kyle Tucker.   J.P. Crawford to 3rd.    Eugenio Suarez to 2nd.,L,R,HOU,SEA,S,,,0,1,,641487,553993,1,4,25,2,4-Seam Fastball,0,0,Standard,Standard
FF,6/7/2022,"Verlander, Justin",624428,434378,,called_strike,12,Adam Frazier singles on a line drive to right fielder Kyle Tucker.   J.P. Crawford to 3rd.    Eugenio Suarez to 2nd.,L,R,HOU,SEA,S,,,0,0,,641487,553993,1,4,25,1,4-Seam Fastball,0,0,Standard,Standard
SL,6/7/2022,"Verlander, Justin",553993,434378,single,hit_into_play,9,Eugenio Suarez singles on a line drive to center fielder Jose Siri.   J.P. Crawford to 2nd.,R,R,HOU,SEA,X,8,line_drive,0,1,,,641487,1,4,24,2,Slider,0,0,Infield shift,Standard
